Shipment_ID,Distance_km,Weight_kg,Mode_of_Transport,Origin,Destination,Fuel_Price_per_Liter,Demand_Fluctuation,Traffic_Conditions,Warehouse_Processing_Time,Customs_Clearance_Delay,Packaging_Cost,Freight_Insurance_Cost,Freight_Cost_USD
SHIP05955,1042.0,4379.0,Road,Kolkata,London,1.3,1.07214826936349,High,5,2,150.15,87.36,450.4
SHIP05956,2171.0,2345.0,Sea,Bangalore,Los Angeles,1.76,1.02493533946085,High,7,4,455.65,223.82,904.69
SHIP05957,2634.0,1975.0,Rail,Bangalore,Los Angeles,1.28,1.1916071670009,High,3,2,451.52,730.92,662.85
SHIP05958,4246.0,2112.0,Rail,Delhi,Singapore,1.74,0.852729038618882,High,2,2,224.94,737.43,818.7402369133013
SHIP05959,2273.0,3445.0,Rail,Mumbai,London,1.32,0.995311621891241,Medium,2,0,275.69,52.66,629.92
SHIP05960,4572.0,490.0,Air,Chennai,Dubai,1.17,1.0496139168302,High,3,0,34.05,856.43,1774.65
SHIP05961,3238.0,2793.0,Rail,Bangalore,New York,1.26,1.19761037838655,Low,6,3,20.19,58.26,706.0
SHIP05962,3287.0,56.0,Air,Delhi,London,0.76,1.01703619781162,Medium,1,1,85.52,970.51,768.7
SHIP05963,4186.0,1636.0,Sea,Delhi,London,1.26,0.976948178265513,Medium,3,2,266.37,582.42,1011.95
SHIP05964,4574.0,875.0,Road,Delhi,New York,1.32,1.16891674019778,Medium,3,1,241.07,399.77,818.7402369133013
SHIP05965,2588.5,3874.0,Road,Mumbai,Dubai,1.96,1.0025532162024,Medium,2,2,16.19,626.73,457.85
SHIP05966,4511.0,1318.0,Road,Delhi,Singapore,1.12,1.17569103504612,Low,1,0,64.57,191.11,680.77
SHIP05967,4754.0,3486.0,Rail,Kolkata,Dubai,1.13,1.10016370527291,High,1,4,215.5,503.38,969.24
SHIP05968,4873.0,3488.0,Road,Chennai,New York,0.75,0.867155897370424,Low,1,3,405.4,704.36,430.35
SHIP05969,2326.0,1360.0,Sea,Delhi,Dubai,1.4,0.866986265738495,High,8,2,275.15,671.71,547.29
SHIP05970,4970.0,4083.0,Air,Mumbai,London,1.77,0.92718950739852,Medium,6,4,347.04,912.23,1951.27375
SHIP05971,3251.0,1677.0,Road,Chennai,Singapore,0.87,0.827066405484551,Medium,9,0,232.95,320.15,818.7402369133013
SHIP05972,938.0,1086.0,Air,Chennai,Los Angeles,1.26,1.0170163397488,Medium,3,3,195.93,117.0,230.45
SHIP05973,2093.0,527.0,Air,Bangalore,Dubai,1.54,1.14389694015104,Medium,7,1,455.29,403.9,1245.36
SHIP05974,1391.0,2495.039894736842,Road,Delhi,Los Angeles,0.55,0.960009851386746,High,6,3,416.34,176.16,145.47
SHIP05975,2588.5,764.0,Road,Delhi,Singapore,1.11,1.05932665553107,Medium,9,1,107.69,898.61,488.21
SHIP05976,2933.0,1726.0,Road,Mumbai,Los Angeles,1.26,1.19259292324931,High,9,2,409.03,982.26,642.85
SHIP05977,4262.0,2212.0,Rail,Kolkata,Dubai,1.08,0.877493736349538,Medium,9,1,133.42,652.78,610.47
SHIP05978,2465.0,558.0,Road,Kolkata,New York,0.89,0.94322631853521,Low,7,1,29.16,804.06,818.7402369133013
SHIP05979,1167.0,431.0,Rail,Bangalore,London,1.7,0.809995919839337,Medium,9,3,395.8,711.86,228.44
SHIP05980,4313.0,1230.0,Sea,Kolkata,London,0.95,0.892757596527133,High,7,2,85.26,570.57,626.93
SHIP05981,3051.0,1895.0,Air,Mumbai,Los Angeles,0.77,1.11176779768334,High,9,0,148.52,836.84,1026.89
SHIP05982,1788.0,4420.0,Sea,Bangalore,London,1.08,1.06263609029242,Low,2,3,385.66,898.6,688.24
SHIP05983,1414.0,1768.0,Road,Delhi,London,0.7,1.11352332219083,High,2,2,247.69,537.03,179.12
SHIP05984,2758.0,1150.0,Air,Kolkata,New York,1.54,0.970125409302004,Low,7,4,349.21,820.58,1493.84
SHIP05985,4840.0,1910.0,Road,Mumbai,Los Angeles,1.57,1.09425340740899,Medium,6,0,24.38,420.62,995.57
SHIP05986,974.0,2141.0,Road,Mumbai,New York,0.52,1.03982283448747,Medium,6,1,174.5,271.65,110.55
SHIP05987,201.0,767.0,Air,Delhi,New York,1.54,0.931367319392691,Medium,5,4,183.92,489.84,251.51
SHIP05988,635.0,367.0,Sea,Mumbai,Singapore,0.95,0.96496149507826,High,1,1,129.9,285.03,112.55
SHIP05989,962.0,4679.0,Road,Bangalore,Los Angeles,1.48,1.01653218910982,Medium,7,2,193.88,422.25,496.7
SHIP05990,2371.0,1826.0,Air,Bangalore,New York,1.56,1.18257391600929,Medium,2,0,188.79,658.62,1817.51
SHIP05991,545.0,2334.0,Sea,Chennai,Dubai,0.92,1.17254483957417,Medium,8,0,472.61,213.35,277.02
SHIP05992,3845.0,1294.0,Rail,Delhi,London,0.78,1.19459096672801,Medium,7,3,426.07,738.11,502.27
SHIP05993,2198.0,1383.0,Sea,Mumbai,Los Angeles,1.26,0.806564690308307,Medium,2,2,412.42,901.42,608.28
SHIP05994,606.0,3719.0,Sea,Kolkata,Singapore,1.61,1.08687193380363,High,2,1,11.6,413.4,647.14
SHIP05995,1602.0,1250.0,Air,Bangalore,New York,1.76,1.15786218052074,High,8,1,189.11,975.84,1361.48
SHIP05996,2170.0,1844.0,Sea,Delhi,Dubai,1.15,1.09571425024285,High,5,1,86.47,704.56,584.42
SHIP05997,3135.0,2751.0,Rail,Delhi,London,1.26,0.966560324707092,High,8,1,160.05,596.6,617.33
SHIP05998,3554.0,1504.0,Rail,Bangalore,London,1.02,1.08991669427913,Medium,1,0,92.65,338.75,574.45
SHIP05999,206.0,1983.0,Road,Chennai,Dubai,1.25,0.977653313674163,High,9,0,45.88,65.64,146.34
SHIP06000,784.0,796.0,Rail,Delhi,Los Angeles,1.47,1.08567825533159,Low,8,1,281.09,442.67,226.37
SHIP06001,4704.0,890.0,Road,Mumbai,London,1.72,1.11214032975183,Medium,6,3,382.29,916.13,984.94
SHIP06002,3326.0,2545.0,Rail,Kolkata,London,0.77,1.1372769226079,Medium,8,4,251.15,813.87,483.23
SHIP06003,204.0,1138.0,Sea,Kolkata,London,1.11,1.09120976226627,Low,1,2,150.6,983.67,140.44
SHIP06004,1046.0,842.0,Road,Bangalore,New York,1.19,0.86400753652347,High,8,1,59.53,817.23,150.83
SHIP06005,2588.5,1317.0,Rail,Delhi,New York,1.23,1.17451113620559,Low,1,2,431.71,743.05,520.51
SHIP06006,4676.0,2495.039894736842,Sea,Kolkata,London,1.31,0.885355948299089,High,4,1,323.0,132.54,952.67
SHIP06007,2955.0,2740.0,Sea,Delhi,Singapore,1.7,0.943027476387368,Low,3,3,84.39,980.71,1040.04
SHIP06008,4874.0,342.0,Road,Bangalore,London,1.83,0.971643313155663,Medium,3,4,155.53,327.38,897.06
SHIP06009,1227.0,4072.0,Air,Chennai,Los Angeles,0.74,1.08496524191424,High,9,1,393.9,281.62,785.93
SHIP06010,203.0,1454.0,Sea,Kolkata,Singapore,1.57,1.08049460670782,High,8,1,382.63,77.88,236.64
SHIP06011,4237.0,1698.0,Sea,Mumbai,Los Angeles,1.22,1.1846897876306,High,8,4,335.3,431.48,1102.64
SHIP06012,1766.0,2866.0,Air,Bangalore,Dubai,1.13,0.875404841924937,Medium,7,1,55.67,899.94,949.34
SHIP06013,3252.0,3960.0,Road,Chennai,Dubai,0.67,0.980291819298434,High,8,0,325.97,781.0,343.64
SHIP06014,2907.0,2968.0,Rail,Mumbai,New York,0.6,0.881492997454887,Low,8,3,309.06,606.9,278.69
SHIP06015,836.0,1447.0,Rail,Mumbai,New York,1.97,1.06902505186142,High,6,0,308.84,759.43,394.11
SHIP06016,4418.0,1743.0,Sea,Kolkata,New York,1.46,0.885212347496917,High,8,3,413.15,100.17,1025.43
SHIP06017,4322.0,1087.0,Air,Delhi,Dubai,1.26,1.14715726835867,Medium,2,0,68.08,228.63,1951.27375
SHIP06018,3817.0,3902.0,Sea,Bangalore,Los Angeles,1.64,1.19309621506231,Low,7,0,22.89,494.71,1692.92
SHIP06019,2928.0,1612.0,Road,Mumbai,Singapore,0.64,0.926736077856882,Low,3,1,123.23,685.58,221.47
SHIP06020,692.0,1162.0,Sea,Kolkata,New York,1.41,1.09574475501427,Low,8,3,63.87,590.5,295.02
SHIP06021,4712.0,1341.0,Rail,Chennai,Dubai,1.49,1.01312029893502,High,5,3,384.08,196.0,975.02
SHIP06022,715.0,1211.0,Air,Mumbai,New York,1.26,0.943711652906636,High,5,1,48.4,830.58,441.14
SHIP06023,3476.0,1079.0,Road,Chennai,London,0.88,0.876490595471663,Medium,3,3,188.04,178.93,309.72
SHIP06024,3833.0,2495.039894736842,Sea,Bangalore,Singapore,1.93,1.08768323772925,Medium,1,3,450.25,288.51,1897.65
SHIP06025,3751.0,4307.0,Rail,Kolkata,Los Angeles,0.95,0.86349722365877,High,2,1,449.74,949.57,581.23
SHIP06026,2588.5,2789.0,Sea,Chennai,New York,1.26,0.912255005787429,Low,2,2,185.52,940.97,237.32
SHIP06027,2399.0,1028.0,Rail,Delhi,London,1.45,1.16784461445619,Low,7,4,306.41,207.16,591.94
SHIP06028,4553.0,567.0,Air,Chennai,London,1.36,1.00334583044528,High,2,0,106.48,267.51,1951.27375
SHIP06029,1262.0,832.0,Road,Chennai,Singapore,1.63,1.14163384155297,Low,7,3,47.93,661.22,312.25
SHIP06030,1202.0,2881.0,Sea,Kolkata,Dubai,1.63,1.10701761866616,Low,1,4,384.66,846.54,715.23
SHIP06031,2588.5,4230.0,Road,Kolkata,Dubai,1.43,0.950495574045189,High,2,1,13.56,579.72,635.57
SHIP06032,193.0,187.0,Air,Mumbai,New York,0.81,0.887209781887968,Medium,7,3,416.13,316.33,61.77
SHIP06033,2539.0,803.0,Rail,Chennai,New York,1.83,0.839964305890206,High,7,4,175.01,320.48,542.39
SHIP06034,3278.0,3003.0,Air,Chennai,Dubai,0.87,1.18425113689633,Medium,2,0,74.83,84.3,1477.29
SHIP06035,4632.0,4858.0,Air,Kolkata,Los Angeles,0.64,0.929880518460266,Low,7,4,257.78,55.31,1260.65
SHIP06036,3255.0,2505.0,Road,Delhi,Los Angeles,0.95,1.06924588999883,Medium,9,2,486.58,171.81,457.86
SHIP06037,4293.0,2884.0,Air,Kolkata,London,1.22,1.09211929569005,Medium,8,3,370.5,993.35,1951.27375
SHIP06038,3192.0,629.0,Sea,Delhi,Singapore,0.81,0.879073216320136,High,6,0,382.45,236.42,374.52
SHIP06039,3354.0,3305.0,Rail,Kolkata,Los Angeles,1.0,1.07752116560073,Low,4,0,209.44,571.8,647.35
SHIP06040,1407.0,3316.0,Air,Bangalore,New York,1.27,0.803724438105705,Low,3,0,230.52,213.36,938.56
SHIP06041,2763.0,4699.0,Sea,Chennai,Los Angeles,0.98,0.967281146102756,Low,8,2,423.37,872.95,726.95
SHIP06042,4235.0,445.0,Rail,Delhi,Singapore,0.63,0.940162822535209,Medium,3,4,51.2,678.66,316.82
SHIP06043,1407.0,1987.0,Road,Bangalore,New York,0.8,1.1731254998467,Medium,5,0,36.86,754.93,225.29
SHIP06044,4344.0,4955.0,Rail,Delhi,Singapore,1.69,1.19441004812807,High,3,2,347.76,825.21,1652.35
SHIP06045,4683.0,2639.0,Road,Mumbai,Dubai,1.93,0.91517503343539,Low,9,3,143.57,820.5,1060.21
SHIP06046,3242.0,3084.0,Rail,Mumbai,Singapore,0.72,1.04400134126556,Low,7,3,499.66,56.86,431.53
SHIP06047,350.0,2495.039894736842,Air,Chennai,Singapore,1.52,1.09808776330634,Medium,3,1,497.24,688.3,230.08
SHIP06048,773.0,2387.0,Road,Bangalore,Singapore,1.86,0.876440640381322,Medium,7,2,324.95,831.41,320.57
SHIP06049,3060.0,3289.0,Road,Bangalore,New York,0.95,1.07464419427978,Medium,4,0,236.81,102.39,480.29
SHIP06050,117.0,3465.0,Road,Mumbai,Singapore,1.26,0.90308021118959,Low,1,2,13.83,555.97,290.62
SHIP06051,3886.0,3618.0,Air,Chennai,Singapore,1.86,0.867543559753146,Low,4,2,304.94,213.37,1951.27375
SHIP06052,4043.0,3266.0,Air,Mumbai,London,0.95,1.14027044800158,High,8,4,53.83,252.15,818.7402369133013
SHIP06053,2556.0,3534.0,Rail,Bangalore,New York,0.59,1.00099166079412,High,6,1,452.98,850.02,306.37
SHIP06054,1587.0,4885.0,Rail,Delhi,Singapore,1.88,0.918785527070016,Low,1,2,66.18,486.88,835.23
SHIP06055,447.0,1891.0,Air,Bangalore,Los Angeles,1.0,0.961878522685786,High,1,0,58.66,225.34,401.82
SHIP06056,4765.0,2495.039894736842,Air,Chennai,Singapore,0.52,0.965268337055677,Medium,4,1,362.83,758.81,1004.38
SHIP06057,2588.5,4602.0,Road,Bangalore,Los Angeles,1.21,1.10801375694268,High,6,3,84.92,896.88,765.27
SHIP06058,1213.0,3076.0,Rail,Kolkata,Dubai,0.67,1.15470323351756,Medium,4,2,297.18,694.93,255.4
SHIP06059,4875.0,4015.0,Rail,Bangalore,Dubai,1.85,0.990265127822121,High,9,4,399.87,924.78,1513.04
SHIP06060,605.0,1651.0,Road,Kolkata,New York,0.73,0.929154472028818,Low,2,0,11.1,322.16,97.03
SHIP06061,3711.0,1196.0,Road,Mumbai,New York,0.96,1.09090586090273,Medium,6,2,84.67,461.11,451.27
SHIP06062,1801.0,4376.0,Road,Kolkata,Dubai,1.69,1.16212450374834,High,7,4,97.26,150.07,818.7402369133013
SHIP06063,2991.0,2734.0,Sea,Bangalore,New York,1.71,0.845634031345967,Low,4,3,281.49,119.7,945.27
SHIP06064,2707.0,161.0,Sea,Bangalore,Los Angeles,1.85,1.11872472839105,Medium,5,2,401.21,433.03,865.37
SHIP06065,2845.0,642.0,Air,Bangalore,Los Angeles,1.25,1.02286872919785,Medium,5,4,431.57,698.04,1214.4
SHIP06066,2379.0,2489.0,Rail,Chennai,London,1.98,1.14704204242097,Low,2,0,40.77,766.58,987.54
SHIP06067,2009.0,1288.0,Road,Mumbai,New York,1.27,1.00564197609466,Low,5,0,259.15,193.31,338.83
SHIP06068,1651.0,2844.0,Road,Kolkata,New York,1.69,1.14503031440638,Medium,5,3,436.13,633.05,594.66
SHIP06069,2843.0,2464.0,Rail,Delhi,London,1.04,1.0217936042056,Low,5,1,44.85,548.72,519.64
SHIP06070,1530.0,2179.0,Sea,Kolkata,Singapore,1.91,0.857952904835762,High,4,2,22.71,817.5,643.88
SHIP06071,1152.0,2903.0,Rail,Bangalore,Los Angeles,1.53,0.80197830837167,High,4,4,33.04,742.26,383.35
SHIP06072,3326.0,2919.0,Air,Delhi,Singapore,0.62,1.04800549507857,Medium,7,3,466.4,525.01,932.83
SHIP06073,1349.0,2495.039894736842,Sea,Delhi,London,0.66,1.03684457664479,Medium,6,3,205.61,283.94,325.7
SHIP06074,3929.0,3853.0,Rail,Kolkata,New York,1.84,0.88408954317479,High,8,4,39.52,883.22,1143.03
SHIP06075,1585.0,1576.0,Rail,Kolkata,Singapore,1.71,1.14025263882359,Low,1,1,498.05,208.88,818.7402369133013
SHIP06076,127.0,2019.0,Air,Kolkata,New York,1.0,1.14710410279411,Low,2,1,477.62,297.03,391.11
SHIP06077,2881.0,1001.0,Rail,Kolkata,London,1.28,1.12167141717769,Medium,2,3,214.76,690.55,582.59
SHIP06078,3460.0,2495.039894736842,Sea,Mumbai,Dubai,1.78,1.17463467870609,Low,2,3,60.57,551.93,1328.53
SHIP06079,2771.0,4517.0,Road,Chennai,New York,0.66,1.00266531330907,Medium,3,3,374.29,149.16,332.83
SHIP06080,3677.0,3386.0,Road,Chennai,Singapore,0.71,1.08092259077559,Low,6,3,39.38,510.46,412.12
SHIP06081,1582.0,159.0,Road,Kolkata,Singapore,1.57,1.16178673590689,Low,3,3,317.59,162.05,303.06
SHIP06082,287.0,4036.0,Sea,Chennai,London,0.62,0.982499225616044,Low,7,2,383.2,153.46,210.61
SHIP06083,2046.0,2404.0,Rail,Kolkata,Singapore,1.03,1.04737108827282,High,3,2,114.13,293.24,420.47
SHIP06084,3477.0,275.0,Rail,Kolkata,Los Angeles,0.88,1.00511600181994,Medium,6,2,472.28,213.23,383.64
SHIP06085,327.0,3061.0,Rail,Kolkata,New York,1.64,1.19330087504019,Low,2,0,497.94,992.19,436.22
SHIP06086,3139.0,4176.0,Rail,Mumbai,Los Angeles,0.5,0.975051718326439,Low,2,2,185.81,959.95,305.8
SHIP06087,573.0,663.0,Road,Bangalore,London,0.67,0.92681273628536,High,3,2,482.2,738.07,56.17
SHIP06088,4325.0,148.0,Sea,Chennai,Los Angeles,0.65,1.051852524325,High,8,1,123.52,847.54,451.14
SHIP06089,4268.0,860.0,Air,Chennai,Los Angeles,0.98,0.912278283683467,High,9,3,403.01,903.31,1260.05
SHIP06090,3172.0,3387.0,Sea,Mumbai,New York,0.85,1.14302676652913,Medium,2,4,373.02,553.2,709.08
SHIP06091,4625.0,2749.0,Rail,Mumbai,New York,0.84,1.15689485119464,High,7,1,30.25,817.86,699.63
SHIP06092,2588.5,4959.0,Rail,Kolkata,Dubai,1.26,0.938028160828201,High,1,0,137.03,907.43,516.23
SHIP06093,2181.0,1069.0,Sea,Kolkata,Los Angeles,0.82,0.943347904704872,Low,4,1,198.48,97.92,818.7402369133013
SHIP06094,865.0,3075.0,Sea,Bangalore,New York,0.66,0.834650522276428,Low,6,4,17.17,815.89,198.52
SHIP06095,2744.0,3578.0,Road,Chennai,Los Angeles,1.37,0.902355666913995,High,7,1,474.3,128.78,560.38
SHIP06096,492.0,3936.0,Rail,Mumbai,Los Angeles,1.93,0.827159856314552,Low,3,1,114.18,946.94,471.26
SHIP06097,3190.0,3029.0,Sea,Bangalore,London,1.41,1.10289295914687,Low,3,2,463.35,688.92,1097.38
SHIP06098,192.0,3390.0,Rail,Chennai,London,1.64,0.87212758691197,High,5,0,225.56,998.42,323.87
SHIP06099,4337.0,846.0,Sea,Bangalore,Los Angeles,1.96,0.831574433411592,High,3,2,72.43,432.56,1163.74
SHIP06100,1460.0,2007.0,Rail,Bangalore,London,0.73,0.865729300349187,High,9,4,219.84,866.56,186.83
SHIP06101,4523.0,3116.0,Sea,Kolkata,New York,1.19,0.950933310525099,High,2,0,310.42,958.45,1032.2
SHIP06102,584.0,3070.0,Rail,Bangalore,Los Angeles,1.37,0.968997352795479,High,7,4,242.58,329.27,337.56
SHIP06103,1766.0,2730.0,Air,Kolkata,London,0.98,1.15943147332265,Low,7,4,165.75,868.04,1067.27
SHIP06104,3414.0,4491.0,Road,Chennai,New York,1.42,0.91184430833547,Medium,3,1,409.08,405.41,818.7402369133013
SHIP06105,1082.0,4869.0,Air,Chennai,Los Angeles,1.44,1.087090811057,Low,8,1,478.41,447.42,1651.43
SHIP06106,3392.0,2998.0,Road,Kolkata,Los Angeles,1.76,1.157964140223,High,3,1,56.68,877.77,996.79
SHIP06107,1460.0,3781.0,Road,Delhi,London,1.75,1.14268023884691,Medium,5,1,279.18,562.39,670.0
SHIP06108,4550.0,1151.0,Sea,Bangalore,New York,0.71,0.879587644186271,Medium,1,0,165.98,434.41,480.14
SHIP06109,1222.0,1087.0,Air,Chennai,Los Angeles,0.75,0.911888000559388,Medium,4,2,375.92,194.29,362.24
SHIP06110,938.0,4281.0,Road,Bangalore,Los Angeles,0.83,0.82177903612279,Low,2,0,321.06,465.29,209.98
SHIP06111,3388.0,841.0,Rail,Delhi,Dubai,0.89,0.993316279102092,High,5,1,23.57,743.83,404.03
SHIP06112,4567.0,4224.0,Sea,Bangalore,Los Angeles,1.35,0.962111740940799,Low,4,3,321.22,705.33,1301.25
SHIP06113,1691.0,1828.0,Sea,Delhi,Dubai,1.26,1.01812150272213,Medium,4,4,364.92,793.39,393.85
SHIP06114,521.0,4850.0,Rail,Mumbai,Dubai,1.93,0.983151003666707,Low,4,1,387.61,767.77,670.8
SHIP06115,2990.0,1031.0,Rail,Delhi,New York,0.68,1.09431974484637,High,5,1,446.56,392.81,313.03
SHIP06116,596.0,1315.0,Road,Chennai,Singapore,0.87,1.06793454476324,Low,9,4,473.21,846.66,116.46
SHIP06117,4776.0,793.0,Rail,Kolkata,Dubai,1.8,0.971441259401749,Medium,9,4,140.75,86.85,1085.35
SHIP06118,3647.0,2481.0,Sea,Kolkata,New York,1.38,0.815137328018505,Medium,4,2,334.11,77.05,824.68
SHIP06119,2588.5,424.0,Rail,Bangalore,London,1.32,0.937521395858138,Low,9,0,282.89,958.3,458.43
SHIP06120,3773.0,1803.0,Air,Mumbai,Dubai,1.39,0.929672700950295,High,8,4,412.46,882.64,1812.18
SHIP06121,413.0,3947.0,Sea,Bangalore,Singapore,0.88,0.835743201764237,High,5,0,28.67,432.51,263.27
SHIP06122,2216.0,2586.0,Rail,Delhi,London,1.64,0.921693893126704,High,8,1,210.75,850.9,636.5
SHIP06123,3359.0,2041.0,Sea,Kolkata,Dubai,1.24,1.19494616937157,Low,7,3,177.88,667.57,973.39
SHIP06124,595.0,2978.0,Road,Delhi,Dubai,0.56,1.12850058227652,Medium,2,3,329.9,211.53,131.7
SHIP06125,3290.0,3496.0,Air,Kolkata,Singapore,0.77,1.1206553173168,Low,8,2,214.82,483.33,1304.19
SHIP06126,4779.0,641.0,Road,Kolkata,Los Angeles,1.72,1.13732177553728,Medium,9,2,202.89,110.15,818.7402369133013
SHIP06127,1986.0,4678.0,Air,Kolkata,Singapore,1.02,1.14602042820951,Low,2,2,193.99,368.18,818.7402369133013
SHIP06128,1012.0,2619.0,Rail,Chennai,New York,1.66,0.930142246750102,Medium,2,3,414.63,246.63,430.14
SHIP06129,3055.0,2922.0,Sea,Delhi,New York,1.5,0.928904342966691,High,9,4,246.85,830.34,943.86
SHIP06130,3856.0,1226.0,Rail,Bangalore,Singapore,0.95,0.934579477051611,Low,1,4,205.76,750.49,476.14
SHIP06131,932.0,1385.0,Road,Mumbai,Singapore,0.69,1.1274179895045,High,3,4,434.24,108.02,126.37
SHIP06132,3890.0,4743.0,Sea,Bangalore,Singapore,1.71,1.1189252051197,Low,3,1,10.89,561.05,1797.08
SHIP06133,920.0,162.0,Rail,Delhi,Singapore,1.46,0.806761119231734,High,6,0,166.19,739.67,141.49
SHIP06134,4661.0,3822.0,Rail,Mumbai,Singapore,1.26,1.17967095263114,Medium,7,1,340.18,642.1,883.82
SHIP06135,3035.0,1895.0,Sea,Bangalore,Dubai,1.28,0.914226381296526,Medium,3,2,61.22,101.28,699.05
SHIP06136,915.0,2037.0,Sea,Mumbai,London,1.42,1.05045606363206,Medium,8,2,293.97,237.49,432.62
SHIP06137,4359.0,4879.0,Road,Delhi,New York,0.5,1.05596597783847,Medium,2,4,230.11,415.16,358.95
SHIP06138,3253.0,2035.0,Air,Kolkata,New York,1.51,0.845353670811537,Low,3,1,337.84,171.59,1635.37
SHIP06139,2947.0,3342.0,Air,Delhi,London,1.48,1.07829976853982,Medium,2,1,270.08,189.14,1951.27375
SHIP06140,2294.0,3292.0,Sea,Chennai,Singapore,0.62,1.01343158298772,High,2,4,105.42,417.01,371.34
SHIP06141,68.0,302.0,Air,Mumbai,London,1.68,1.04436215648317,High,6,0,75.04,516.06,115.27
SHIP06142,691.0,173.0,Road,Delhi,Singapore,1.74,0.97877016071379,Low,3,0,160.17,113.52,132.41
SHIP06143,3133.0,1286.0,Air,Kolkata,New York,0.94,1.12174503373301,Low,3,1,471.9,743.17,1194.47
SHIP06144,379.0,673.0,Sea,Kolkata,Los Angeles,0.74,1.0540642591384,Medium,9,1,112.93,565.88,83.71
SHIP06145,915.0,3206.0,Road,Delhi,New York,1.53,0.877171165407217,Low,1,0,236.01,963.13,337.93
SHIP06146,823.0,3186.0,Sea,Bangalore,New York,0.69,1.10109011996723,Medium,9,3,475.55,316.56,275.33
SHIP06147,4537.0,3439.0,Road,Delhi,Los Angeles,1.79,1.00102495452151,Low,2,3,108.99,297.72,1121.06
SHIP06148,4782.0,3467.0,Road,Kolkata,London,1.22,0.814909888460626,Medium,2,2,129.84,372.34,647.76
SHIP06149,2404.0,1705.0,Sea,Delhi,Dubai,1.86,0.957937590536415,High,5,1,244.31,566.86,870.35
SHIP06150,3388.0,1316.0,Rail,Chennai,Singapore,1.46,0.960690905147858,Medium,6,0,61.47,340.15,680.99
SHIP06151,3568.0,2995.0,Sea,Bangalore,Singapore,0.93,1.12057340967379,High,8,4,49.26,338.35,791.84
SHIP06152,2992.0,1210.0,Road,Delhi,New York,1.2,0.893586677365386,High,1,4,158.23,866.53,385.71
SHIP06153,2588.5,2495.039894736842,Sea,Kolkata,Los Angeles,1.29,0.981014083168113,Low,5,3,80.05,142.3,719.25
SHIP06154,1724.0,490.0,Sea,Delhi,New York,1.72,0.821762722773175,High,8,0,219.06,524.83,417.46
SHIP06155,2733.0,2142.0,Road,Delhi,New York,1.79,1.15257592296345,Medium,2,3,63.13,766.5,784.81
SHIP06156,3430.0,2755.0,Air,Mumbai,London,1.52,0.977529917716529,Low,9,3,297.84,958.98,1951.27375
SHIP06157,789.0,3809.0,Road,Delhi,Singapore,0.94,1.14263733947253,Low,4,1,251.39,887.6,289.3
SHIP06158,1595.0,603.0,Sea,Chennai,Dubai,1.29,1.07089474941854,Medium,7,1,300.33,251.57,392.99
SHIP06159,4614.0,4954.0,Road,Kolkata,Los Angeles,0.7,0.927941247596067,Low,1,0,451.43,487.62,460.6
SHIP06160,2309.0,1162.0,Road,Mumbai,Dubai,0.85,1.08508273269338,Medium,2,2,179.15,602.36,266.55
SHIP06161,1185.0,2827.0,Air,Delhi,Los Angeles,0.95,0.987539967245617,High,1,1,141.51,358.67,731.34
SHIP06162,923.0,1883.0,Rail,Bangalore,Singapore,0.61,0.93649384850387,Low,8,2,291.38,352.43,127.81
SHIP06163,4605.0,1364.0,Sea,Chennai,London,1.83,1.06717116801846,High,1,3,131.03,225.95,1548.77
SHIP06164,2350.0,3543.0,Sea,Chennai,Dubai,0.68,1.10973444922825,Low,9,3,42.6,97.89,466.52
SHIP06165,801.0,3188.0,Air,Chennai,Los Angeles,1.55,1.07544495299395,Medium,7,0,38.79,789.74,1197.7
SHIP06166,903.0,3162.0,Road,Mumbai,New York,1.26,0.985144092431764,Medium,5,0,42.46,475.51,818.7402369133013
SHIP06167,3782.0,148.0,Rail,Delhi,Singapore,1.75,0.903723370651827,Medium,1,3,126.34,878.23,731.8
SHIP06168,2333.0,3975.0,Sea,Chennai,London,1.61,1.12415834161046,Medium,4,2,367.6,232.36,1172.95
SHIP06169,1379.0,1529.0,Rail,Delhi,New York,1.64,0.938658964637303,Low,3,2,85.44,402.77,395.96
SHIP06170,527.0,4446.0,Rail,Bangalore,London,1.13,1.04518214754586,High,7,3,136.31,387.58,389.75
SHIP06171,2776.0,2495.039894736842,Road,Delhi,Los Angeles,1.75,0.846139469820193,High,1,4,431.3,625.07,505.23
SHIP06172,3141.0,4633.0,Road,Delhi,New York,0.64,1.09611125037779,Low,4,4,224.06,513.62,382.85
SHIP06173,4280.0,1054.0,Road,Delhi,London,1.17,1.18116513616456,Low,5,2,30.25,626.98,664.31
SHIP06174,4555.0,526.0,Sea,Kolkata,Singapore,1.99,0.979715318967014,High,3,4,131.23,386.96,1409.0
SHIP06175,1319.0,1185.0,Rail,Mumbai,Dubai,1.92,1.01934307466288,High,5,1,157.52,944.42,448.93
SHIP06176,4231.0,2906.0,Rail,Delhi,Dubai,0.62,1.15979597403949,Low,4,0,100.71,936.61,490.47
SHIP06177,2653.0,1755.0,Sea,Chennai,New York,1.36,1.11811928316185,Low,5,0,483.8,789.15,1951.27375
SHIP06178,1519.0,567.0,Air,Kolkata,Singapore,0.97,1.18491202354431,Low,9,4,209.19,995.94,621.52
SHIP06179,427.0,1270.0,Road,Delhi,Singapore,1.59,0.90642597844946,Low,8,3,203.85,248.17,153.06
