Shipment_ID,Distance_km,Weight_kg,Mode_of_Transport,Origin,Destination,Fuel_Price_per_Liter,Demand_Fluctuation,Traffic_Conditions,Warehouse_Processing_Time,Customs_Clearance_Delay,Packaging_Cost,Freight_Insurance_Cost,Freight_Cost_USD
SHIP05497,4203,4963,Rail,Kolkata,London,0.91,0.985025169250931,High,6,0,393.69,699.57,
SHIP05498,1571,4781,Air,Kolkata,London,1.23,1.08773096024047,High,8,1,236.78,121.14,1590.04
SHIP05499,346,3923,Air,Kolkata,London,0.66,0.808740797348188,High,9,4,447.51,556.6,369.5
SHIP05500,2231,3486,Road,Kolkata,Los Angeles,1.86,1.11498938341062,Medium,2,1,228.33,973.76,824.16
SHIP05501,3452,1122,Rail,Mumbai,New York,1.57,1.06873977334348,High,8,1,303.96,83.5,808.02
SHIP05502,2346,1526,Sea,Delhi,Los Angeles,1.71,0.943539497042432,Medium,8,4,114.6,219.2,752.43
SHIP05503,2647,4920,Air,Mumbai,Singapore,1.3,0.966794364159229,Low,7,4,21.7,568.91,1925.59
SHIP05504,,3070,Road,Delhi,Los Angeles,0.69,0.930645562714285,Medium,4,0,306.18,727.01,159.64
SHIP05505,1148,1714,Sea,Mumbai,Los Angeles,,1.0097146343087,High,9,2,330.02,833.05,397.81
SHIP05506,1727,4542,Air,Chennai,Los Angeles,0.99,0.843470253677404,Medium,7,3,465.23,332.99,1001.54
SHIP05507,2931,2780,Sea,Delhi,New York,0.52,1.13796597538062,Medium,5,4,423.96,368.47,383.54
SHIP05508,4916,1445,Sea,Kolkata,Dubai,1.42,0.991221471394069,Medium,4,4,390.26,799.46,1190.46
SHIP05509,1428,3947,Rail,Delhi,Singapore,1.78,0.817240871332274,Medium,6,3,353.15,449.75,593.77
SHIP05510,1298,4674,Rail,Bangalore,Singapore,1.57,1.02118469634278,Low,6,1,221.6,882.04,699.34
SHIP05511,3785,4830,Air,Delhi,New York,0.84,1.17220685430475,Medium,9,4,249.48,924.02,1831.46
SHIP05512,4291,4095,Air,Bangalore,Los Angeles,,0.834984202425876,Medium,7,3,391.88,858.57,2746.83
SHIP05513,1314,2710,Rail,Bangalore,Dubai,0.96,0.849277026146882,Medium,1,0,87.82,129.76,261.13
SHIP05514,1957,2283,Air,Chennai,London,0.83,0.95487331321931,Low,4,2,361.56,562.79,736.71
SHIP05515,1108,3372,Air,Delhi,New York,1.94,1.09424970429393,Low,4,4,316.22,948.91,1779.37
SHIP05516,2799,4247,Rail,Chennai,Dubai,0.52,1.04184877483014,Low,5,3,119.95,965.53,320.02
SHIP05517,2098,4268,Sea,Kolkata,New York,0.75,0.983183796132693,Medium,5,4,228.3,549.78,468.09
SHIP05518,4298,2151,Air,Delhi,New York,1.2,1.19709835637508,Medium,4,1,393.3,461.07,2315.74
SHIP05519,2526,1356,Road,Mumbai,London,0.75,0.874317313261977,Low,3,4,66.67,229.09,210.1
SHIP05520,4066,1687,Rail,Mumbai,Dubai,0.75,1.12870271796958,Medium,6,4,315.81,997.32,498.72
SHIP05521,4653,1190,Air,Mumbai,Los Angeles,,0.849534780359238,Medium,2,1,216.24,638.87,1939.39
SHIP05522,,665,Air,Bangalore,Dubai,1.73,0.871842810510545,Low,9,4,132.77,125.88,1619.68
SHIP05523,4636,4702,Rail,Mumbai,Dubai,1.49,0.918177706229406,Low,6,1,446.79,883.22,1147.06
SHIP05524,3603,4259,Road,Kolkata,Los Angeles,0.65,1.14923828754795,High,5,3,243.99,673.84,428.22
SHIP05525,4490,1616,Road,Delhi,London,1.84,0.977682291687851,Low,3,2,494.05,365.11,
SHIP05526,1811,1026,Rail,Delhi,Dubai,1.88,0.958314164518042,Low,4,2,321.21,225.96,502.44
SHIP05527,270,,Road,Bangalore,Los Angeles,0.92,0.996290316514989,Low,6,3,171.99,681.84,246.84
SHIP05528,4868,1366,Air,Bangalore,New York,1.33,1.05236253282974,Low,3,0,156.69,59.01,2330.82
SHIP05529,4673,2389,Road,Bangalore,New York,1.23,0.969397667211634,Medium,7,0,349.93,870.83,699.62
SHIP05530,2938,4406,Air,Kolkata,Los Angeles,1.5,1.18501267539785,Low,5,2,180.74,648.22,2741.47
SHIP05531,1714,2146,Sea,Delhi,New York,1.97,0.854136763937219,Medium,1,3,292.95,251.77,
SHIP05532,4036,428,Road,Chennai,Dubai,1.98,0.990266521710894,Medium,9,4,287.39,710.39,833.31
SHIP05533,4626,3515,Sea,Bangalore,Los Angeles,1.26,0.966173223242741,Low,9,3,17.6,299.94,1165.67
SHIP05534,3027,2321,Rail,Mumbai,Dubai,0.64,1.07708272711338,Low,1,1,349.54,890.4,346.39
SHIP05535,1921,1096,Road,Chennai,Singapore,1,1.18523334409803,High,4,3,287.89,678.73,292.63
SHIP05536,1512,1057,Air,Chennai,London,1.12,0.915365149762066,Medium,4,0,407.06,891.99,627.58
SHIP05537,394,159,Road,Bangalore,London,1.3,1.18213060156345,Low,8,4,470.15,743.32,72.77
SHIP05538,94,2821,Rail,Mumbai,London,1.94,1.13107985283877,Medium,2,4,249.34,424.53,396.16
SHIP05539,2118,3933,Rail,Bangalore,Los Angeles,0.89,1.12419116474873,High,7,2,390.18,824.76,490.4
SHIP05540,1564,2650,Air,Bangalore,Singapore,1.31,0.829230379842912,Low,8,1,239.76,825.45,941.49
SHIP05541,2648,3293,Road,Mumbai,London,0.94,1.17623338105659,High,3,4,153.26,972.25,474.83
SHIP05542,1051,1055,Sea,Chennai,Dubai,1.88,1.13557113857987,Medium,3,2,451.44,637.98,505.48
SHIP05543,1083,4843,Rail,Chennai,London,1.98,1.07383324976904,High,9,4,312.17,702.57,894.15
SHIP05544,,355,Rail,Mumbai,Singapore,1.81,0.851143695574145,High,8,0,39.69,507.78,419.19
SHIP05545,323,1008,Air,Chennai,Dubai,1.01,0.968014903711592,Medium,1,4,467.89,306.58,242.57
SHIP05546,,1003,Road,Kolkata,Dubai,0.92,1.13609130234525,Medium,2,0,214.44,128.19,334.31
SHIP05547,1829,2718,Sea,Bangalore,Los Angeles,1.15,0.97501255063357,Medium,4,3,337.52,766.57,536.19
SHIP05548,4526,3588,Road,Kolkata,Los Angeles,1.62,0.974582067417217,Medium,6,0,480.04,496.1,997.82
SHIP05549,,2727,Road,Kolkata,New York,0.51,0.908050323153673,Medium,3,0,271.67,852.57,87.6
SHIP05550,565,1680,Sea,Kolkata,Singapore,1.99,0.820475300372407,Medium,4,0,303.08,460.58,344.1
SHIP05551,4336,1841,Air,Delhi,Dubai,1.83,1.0052015252145,High,4,4,102.39,945.22,2900.83
SHIP05552,1241,2653,Rail,Delhi,Singapore,0.54,1.10978779742035,Medium,7,1,391.22,403.05,184.64
SHIP05553,2718,2021,Air,Kolkata,London,1.07,0.858428542028333,Medium,7,0,265.6,464.06,1027.41
SHIP05554,1461,116,Air,Bangalore,London,1.53,1.15751102690242,Medium,7,2,248.52,674.49,807.04
SHIP05555,3330,884,Road,Kolkata,New York,0.86,1.0221135940209,Medium,4,4,97,351.82,331.57
SHIP05556,321,255,Sea,Kolkata,Dubai,0.71,1.12491955224958,Low,5,1,226.16,646.28,53.73
SHIP05557,192,2883,Rail,Delhi,Dubai,1.44,1.06681594905144,High,4,1,474.9,62.45,301.13
SHIP05558,3382,4300,Road,Kolkata,New York,1.86,0.853978249387164,High,9,4,199.91,282.42,878.7
SHIP05559,837,1764,Rail,Bangalore,London,1.93,1.16263688665809,Low,4,2,118.69,271.77,462.87
SHIP05560,1731,1582,Road,Bangalore,Dubai,0.52,1.08725990113771,High,1,3,303.3,155.43,142.59
SHIP05561,672,3195,Sea,Kolkata,Singapore,1.81,0.814231595891133,High,8,4,258.94,929.24,501.7
SHIP05562,3891,3170,Rail,Bangalore,Dubai,1.34,1.03201769549151,Medium,6,1,245.07,984.77,
SHIP05563,3726,757,Rail,Kolkata,London,0.86,0.992050482630271,High,2,3,90,88.26,420.22
SHIP05564,2622,,Air,Delhi,Dubai,1.43,1.1436616304965,Low,1,1,455.25,472.16,1342.37
SHIP05565,3310,162,Road,Kolkata,Dubai,1.99,0.849113964697445,High,7,0,307.85,207.73,572.99
SHIP05566,4762,806,Road,Chennai,Los Angeles,0.91,1.03633761836262,Low,8,3,314.49,838.05,1847.31393995013
SHIP05567,116,946,Road,Delhi,Dubai,0.92,0.924112015930883,Low,9,4,68.13,190.01,
SHIP05568,4336,2918,Air,Bangalore,New York,1.55,0.898247546797277,High,4,4,233.26,224.69,2420.49
SHIP05569,4666,208,Air,Bangalore,New York,,0.809014140155367,Medium,7,2,295.7,748.17,648.31
SHIP05570,1190,835,Rail,Delhi,Singapore,1.73,0.932891345539988,Low,5,3,462.55,134.72,311.32
SHIP05571,2364,1853,Road,Chennai,Dubai,1.48,0.9584383530608,High,2,2,294.36,951.83,466.75
SHIP05572,2582,1889,Road,Delhi,Singapore,1.76,0.979114682008438,High,3,4,479.69,746.5,607.7
SHIP05573,3630,3218,Rail,Mumbai,London,0.85,1.09388866814146,Medium,8,2,349.03,978.33,584.55
SHIP05574,1237,2348,Rail,Chennai,London,1.77,0.961416972487765,Medium,5,3,86.52,474.74,492.34
SHIP05575,4521,4128,Rail,Delhi,Los Angeles,1.17,0.878095952520055,High,3,4,41.87,269.81,811.83
SHIP05576,4798,1592,Sea,Mumbai,Los Angeles,0.7,0.959258493691165,Medium,8,1,278.7,939.1,563.44
SHIP05577,3389,4258,Sea,Kolkata,Dubai,1.85,0.82782600235476,Low,7,4,472.72,532.1,1267.6
SHIP05578,598,,Rail,Chennai,Dubai,1.56,1.18882969169873,High,7,2,166.36,952.51,623.14
SHIP05579,4137,2204,Air,Kolkata,Singapore,0.75,0.826493363467592,Medium,7,2,443.25,955.77,974.25
SHIP05580,122,624,Air,Mumbai,Singapore,0.87,0.880756341400032,High,5,4,81.58,809.31,99.77
SHIP05581,,3088,Road,Bangalore,Dubai,0.9,0.971212654574352,Medium,4,0,373.17,264.54,156.64
SHIP05582,3251,1431,Sea,Bangalore,Dubai,1.95,1.1733623318701,Low,6,0,213.91,272.37,1361.34
SHIP05583,1831,1272,Sea,Bangalore,Los Angeles,1.83,0.871494865284869,High,6,0,16.34,664.35,590.17
SHIP05584,,2524,Rail,Kolkata,Los Angeles,1.02,0.959911396371329,Medium,6,1,151.82,503.29,221.24
SHIP05585,840,1551,Rail,Chennai,Los Angeles,1.2,1.19572682328132,Low,8,1,206.35,445.72,
SHIP05586,1688,908,Rail,Kolkata,Dubai,0.93,1.04081905046795,Low,6,1,224.47,243.76,
SHIP05587,1881,3624,Rail,Kolkata,Singapore,1.61,1.04583330946467,Medium,4,4,94.07,260.8,746.19
SHIP05588,1905,3779,Rail,Bangalore,New York,0.74,1.18965174698271,High,4,4,312.12,396.65,400.86
SHIP05589,1224,3015,Air,Kolkata,New York,1.01,1.00243927620774,Medium,5,3,424.79,649.77,829.66
SHIP05590,3790,3241,Air,Mumbai,Singapore,1.41,0.801024297813723,Medium,7,0,347.35,89.94,1833.26
SHIP05591,3327,1646,Rail,Delhi,Singapore,1.82,0.812391857387223,Low,1,3,401.54,421.57,736.32
SHIP05592,228,1611,Air,Delhi,Singapore,,1.07255925339652,Medium,1,0,180.62,760.2,482.19
SHIP05593,2294,2572,Rail,Delhi,Los Angeles,1.91,0.884604491392258,Medium,5,2,423.67,449.98,725.85
SHIP05594,4136,2649,Rail,Bangalore,London,1.9,0.991392294310426,High,5,3,12.79,617.08,1234.28
SHIP05595,784,2441,Sea,Bangalore,Dubai,1.58,1.02054890250159,Medium,1,4,415.62,145.5,484.83
SHIP05596,,2725,Air,Delhi,Los Angeles,0.92,1.06694004510713,High,7,2,23.53,941.91,
SHIP05597,837,2233,Air,Chennai,New York,1.52,0.833498660939824,Medium,7,3,326.58,182.05,742.48
SHIP05598,2845,326,Sea,Delhi,Dubai,0.79,1.10401747293069,Low,4,2,110.97,666.64,393.52
SHIP05599,4354,,Air,Kolkata,Singapore,1,1.16806720598595,Medium,2,2,251.83,208.18,2214.66
SHIP05600,4638,,Sea,Delhi,New York,1.64,0.902298214664719,High,2,2,208.07,985.02,
SHIP05601,3134,2128,Road,Delhi,Singapore,1.78,0.952178430383497,High,4,4,479.27,651.17,
SHIP05602,2968,4392,Air,Chennai,Singapore,,1.09752726223077,Medium,2,2,168.33,544.46,
SHIP05603,781,4556,Rail,Bangalore,Singapore,1.29,0.899376265070878,Medium,1,4,335.62,853.19,
SHIP05604,,4127,Sea,Bangalore,Dubai,1.08,1.01689782556249,Medium,1,1,263.37,212.29,534.16
SHIP05605,3496,4218,Rail,Kolkata,New York,1.22,1.06397873453776,High,8,2,195.66,453.3,873.07
SHIP05606,,1170,Rail,Delhi,New York,1.27,1.15170958436684,High,2,0,329.04,978.45,393.17
SHIP05607,3828,4818,Air,Mumbai,Singapore,,0.938146296554386,Low,9,4,78.49,531.46,2703.26
SHIP05608,2795,2573,Sea,Kolkata,Los Angeles,1.63,0.997059292441887,Medium,2,1,369.04,647.56,994.99
SHIP05609,3220,3420,Road,Bangalore,London,1.96,0.873839762699537,High,4,4,297.33,114.72,844.37
SHIP05610,4739,4432,Rail,Chennai,Los Angeles,1.16,0.923044191050158,High,7,2,387.45,118.37,893.63
SHIP05611,2983,1958,Rail,Bangalore,Dubai,,0.837974557083493,High,7,4,379.63,108.55,936.798161134661
SHIP05612,1265,3570,Road,Bangalore,London,1.53,0.879055098009355,High,8,3,243.33,515.93,410.21
SHIP05613,374,4357,Sea,Chennai,Los Angeles,1.25,0.938484530943798,Low,3,3,214.94,732.85,449.15
SHIP05614,1900,4546,Air,Delhi,New York,1.76,0.969708729068468,High,1,0,429.34,358.47,2136.6
SHIP05615,1540,4800,Rail,Delhi,Los Angeles,0.72,1.08275100349634,High,4,4,456.94,596.47,368.59
SHIP05616,943,3155,Air,Bangalore,Singapore,1.47,0.983379568505592,Medium,3,2,215.52,598.2,1093.07
SHIP05617,1440,547,Sea,Kolkata,Dubai,1.19,0.819619656903977,Low,4,2,465.38,200.47,250.69
SHIP05618,3439,3637,Road,Mumbai,Los Angeles,1.13,1.10229815145336,Low,6,3,461.45,763.35,654.87
SHIP05619,4289,4243,Air,Kolkata,Los Angeles,1.35,1.0131187318963,Low,1,4,73.53,568.98,2630.31
SHIP05620,4529,2463,Sea,Kolkata,London,1.53,1.17576338366483,Medium,1,2,237.48,164.04,1554.4
SHIP05621,2313,3850,Air,Bangalore,Singapore,1.78,1.05409602579959,Low,2,1,404.65,950.27,2385.52
SHIP05622,3482,512,Air,Bangalore,London,0.85,1.0135727216012,High,3,2,83.38,284.2,966.13
SHIP05623,2421,2810,Rail,Mumbai,Dubai,0.94,0.917771544744153,Low,5,4,127.8,442.38,396.09
SHIP05624,3136,3507,Air,Mumbai,Dubai,1.32,0.894584157459879,High,9,3,281.11,947.27,1732.13
SHIP05625,4362,322,Rail,Mumbai,Singapore,1.02,0.892013512449212,Low,6,1,69.74,365.86,
SHIP05626,1565,1200,Sea,Bangalore,London,1.35,0.962849130467995,Low,5,2,174.91,225.82,422.13
SHIP05627,2967,3439,Sea,Bangalore,Singapore,0.8,0.868548566723161,High,8,0,262.21,983.37,
SHIP05628,2402,68,Rail,Kolkata,London,0.96,1.1376839220933,Medium,1,0,397.82,995.89,
SHIP05629,1217,1666,Road,Bangalore,New York,0.99,1.12207895985251,Medium,7,3,87.27,703.43,227.73
SHIP05630,160,3228,Air,Delhi,Singapore,1.99,1.09153905753268,Medium,8,1,363.58,899.43,1156.03
SHIP05631,4377,4131,Sea,Delhi,Dubai,1.78,0.819500307540427,High,9,0,474.45,998.86,1409.66
SHIP05632,3705,461,Sea,Mumbai,London,1.76,0.828762348202612,High,9,0,111.44,189.03,861.06
SHIP05633,3843,,Road,Bangalore,New York,1.27,1.05457011289055,Low,8,2,121.31,849.73,567.66
SHIP05634,,2721,Sea,Delhi,Dubai,1.2,1.09958731089246,Low,3,4,394.4,94.01,626.53
SHIP05635,1627,2829,Rail,Kolkata,London,0.61,0.81068637634619,High,6,2,75.88,661.98,180.49
SHIP05636,1346,,Road,Chennai,New York,0.8,0.916200087899387,Low,5,2,240.43,642.91,196.65
SHIP05637,3824,564,Sea,Kolkata,Dubai,1.84,0.854513275645601,Low,3,3,212.59,512.7,968.38
SHIP05638,,256,Road,Chennai,Dubai,1.29,0.892511593699004,Medium,2,2,260.53,596.81,276.09
SHIP05639,,997,Road,Kolkata,New York,1.98,1.00735080128228,High,2,1,264.33,313.89,303.27
SHIP05640,1080,2491,Sea,Delhi,Dubai,1.39,0.843697880895118,Medium,4,1,283.3,56.96,409.08
SHIP05641,2643,1878,Sea,Bangalore,London,1.07,0.891933652463815,Low,9,4,410.84,228.78,512.78
SHIP05642,4042,,Sea,Chennai,London,0.91,1.02596335794394,Low,2,0,219.84,937.35,821.5
SHIP05643,4663,2217,Road,Bangalore,Dubai,1.88,1.00324362964353,Medium,5,0,115.63,307.96,1088.56
SHIP05644,963,1706,Rail,Bangalore,Los Angeles,1.06,1.14303640604759,High,8,4,395.03,727.19,264.04
SHIP05645,2231,,Rail,Delhi,New York,0.72,0.860231889323566,Low,2,4,489.85,482.35,190.01
SHIP05646,3247,761,Air,Mumbai,Los Angeles,0.92,0.947953894275627,High,7,2,71.66,982.12,949.08
SHIP05647,1512,1253,Sea,Mumbai,London,1.47,1.16974388270845,Medium,6,3,137.62,979.67,551.58
SHIP05648,2428,1441,Rail,Chennai,Dubai,0.7,1.11831930200281,Low,1,0,488.91,552.73,295.77
SHIP05649,3504,2746,Air,Delhi,Singapore,0.64,1.0389429325104,Medium,7,0,118.55,377.35,972.85
SHIP05650,,3322,Air,Bangalore,Singapore,1.19,1.10759701209689,High,9,4,216.95,433.46,2081.45
SHIP05651,1357,4975,Sea,Kolkata,Los Angeles,0.63,0.979352312522059,Low,1,4,50.99,389.49,355.8
SHIP05652,1239,3181,Air,Kolkata,Los Angeles,1.09,1.16427487067523,High,2,0,159.5,105.64,1077.24
SHIP05653,737,3780,Rail,Chennai,Los Angeles,0.98,1.03986257565735,High,7,0,137,97.29,
SHIP05654,4711,2716,Air,Chennai,London,1.09,1.0782543047921,Low,1,2,479.26,583.2,2139.86
SHIP05655,1257,599,Air,Chennai,London,1.23,1.06079443247375,Medium,2,0,78.89,596.51,2310.68788969886
SHIP05656,1944,4791,Rail,Delhi,Dubai,0.78,1.06910581319981,Low,3,4,161.9,119.1,
SHIP05657,4972,4032,Air,Kolkata,London,1.16,1.0564252163533,High,2,1,49.04,417.63,2569.04
SHIP05658,1861,1294,Air,Delhi,Dubai,1.04,0.829505758087302,High,2,1,339.27,924.05,649.08
SHIP05659,3233,3936,Road,Delhi,Dubai,1.69,1.04153966782819,High,2,1,493.28,464.88,915.48
SHIP05660,3847,4062,Air,Bangalore,Los Angeles,,1.11335977054072,Low,7,2,85.06,388.4,3023.48
SHIP05661,1694,2599,Air,Delhi,Singapore,1.81,0.800158338552185,High,4,1,317.32,119.03,1300.63
SHIP05662,4018,3254,Road,Delhi,Los Angeles,1.5,1.15667031121847,Low,4,3,85.13,835.67,979.41
SHIP05663,2766,895,Road,Bangalore,London,0.68,1.18089348650935,Low,8,3,120.98,611.17,258.05
SHIP05664,240,4595,Road,Mumbai,New York,1.26,0.851276129077487,High,5,2,275.67,210,272.17
SHIP05665,1385,93,Sea,Bangalore,London,1.61,1.0140208816359,High,1,1,475.36,444.71,
SHIP05666,4853,708,Sea,Chennai,Singapore,1.76,0.844238595944049,High,2,4,242.81,742.8,1160.53
SHIP05667,3156,4873,Rail,Mumbai,London,,0.913203142889438,Medium,3,2,230.75,301.76,471.89
SHIP05668,428,3980,Air,Kolkata,Singapore,0.84,1.048597019325,Medium,4,0,77.12,512.27,638.95
SHIP05669,4532,2917,Rail,Delhi,New York,1.79,0.921141036620499,Medium,9,2,286.13,565.98,1185.29
SHIP05670,3879,3697,Sea,Mumbai,New York,1.23,0.946220061162839,High,5,3,236.6,728.42,999.89
SHIP05671,665,2832,Air,Kolkata,Dubai,1.18,1.09845395490778,High,6,4,173.95,594.03,809.2
SHIP05672,2380,1741,Air,Bangalore,London,1.24,1.02999326325843,Medium,3,1,368.02,483.56,1245.45
SHIP05673,1804,2275,Road,Bangalore,Dubai,0.76,1.00721791259489,Low,2,3,155.98,214.26,225.17
SHIP05674,513,3116,Sea,Chennai,Los Angeles,1.44,0.929669403326487,Medium,2,1,452.41,344.56,415.87
SHIP05675,1016,1997,Air,Chennai,Los Angeles,1.71,1.08166041161356,Medium,6,1,437.64,417.07,1117.83
SHIP05676,4317,1415,Road,Mumbai,Los Angeles,1.76,0.969586647260804,Low,6,2,248.44,918.34,857.42
SHIP05677,3208,3180,Air,Delhi,Los Angeles,0.55,1.15952551008002,Medium,7,2,454.91,674.96,917.96
SHIP05678,3674,4583,Sea,Bangalore,Los Angeles,,1.04063948617495,Medium,9,3,481.16,564.06,1461.97
SHIP05679,4988,4571,Rail,Mumbai,London,0.64,1.01532504023132,Medium,3,1,27.83,534.56,567.17
SHIP05680,739,1017,Rail,Mumbai,Dubai,,1.12125379702231,Low,7,2,427.7,672.86,327.31
SHIP05681,2672,1454,Air,Mumbai,Dubai,1.22,0.994176471634893,Low,7,3,207.22,267.99,1236.79
SHIP05682,2262,535,Road,Chennai,Singapore,1.66,0.911715331999182,Medium,8,1,497.65,456.76,382.83
SHIP05683,432,1805,Road,Bangalore,Los Angeles,1.43,0.862038804146967,High,5,0,178.03,586.19,164.51
SHIP05684,,3680,Road,Chennai,New York,1.93,1.02472738589803,Medium,3,0,418.26,399.33,819.96
SHIP05685,3860,3018,Sea,Chennai,Singapore,1.96,0.969942640350581,Low,2,3,117.96,99.51,1531.04
SHIP05686,,1629,Rail,Mumbai,Singapore,0.92,0.958950401528831,Low,4,0,465.8,457.14,462.38
SHIP05687,1462,2845,Rail,Kolkata,London,1.22,0.939762875906381,Low,8,4,373.91,182.08,396.85
SHIP05688,,100,Air,Kolkata,Singapore,1.26,1.06864488635503,High,5,3,149.08,794.8,679.84
SHIP05689,421,1709,Rail,Kolkata,New York,0.77,1.00759857475503,High,1,3,346.78,530.21,118.75
SHIP05690,,4350,Road,Mumbai,Dubai,1.86,1.0148954629531,High,3,1,223.34,968.11,535.16
SHIP05691,165,2837,Sea,Delhi,Singapore,1.02,0.923249920503972,Medium,5,4,431.12,398.05,223.68
SHIP05692,496,4678,Road,Bangalore,London,0.63,1.04546039134897,Low,6,3,12.91,302.1,186.72
SHIP05693,1441,2205,Road,Mumbai,Los Angeles,0.73,0.961406429792092,Medium,2,2,266.44,997.71,178.51
SHIP05694,3374,4396,Rail,Mumbai,New York,1.27,1.10779197590782,Medium,8,3,343.82,357.06,940.71
SHIP05695,1390,4280,Sea,Chennai,Los Angeles,1.82,1.01181222189038,High,7,4,204.45,429.54,975.07
SHIP05696,4560,3211,Sea,Kolkata,Singapore,1.44,0.915781000313978,Medium,7,3,241.91,59.28,1219.59
SHIP05697,2989,1664,Road,Mumbai,Dubai,0.82,0.859091866726728,High,7,0,127.59,251.02,269.17
SHIP05698,3749,2786,Air,Delhi,London,0.95,1.07997439950406,High,5,4,214.55,786.86,1582.67
SHIP05699,1123,456,Rail,Bangalore,New York,1.96,0.948442280528153,Low,2,2,461.34,720.3,301.37
SHIP05700,4863,3429,Air,Delhi,Dubai,0.58,0.826204473805615,Low,8,4,198.46,430.93,945.58
SHIP05701,3619,4247,Road,Mumbai,New York,1.99,1.16596748083006,Medium,3,3,494.33,922.46,1332.42
SHIP05702,3200,1434,Rail,Mumbai,London,1.86,0.954658092400233,Medium,3,2,238.1,566.13,834.63
SHIP05703,1655,3745,Air,Chennai,London,1.52,1.09837730366166,Low,2,2,314.03,647.54,1766.78
SHIP05704,4707,4549,Air,Delhi,Singapore,1.91,0.983566075202891,Medium,2,2,12.27,813.34,3934.66
SHIP05705,2344,4959,Air,Chennai,New York,0.73,1.15637043567089,Low,2,0,101.63,718.25,1221.53
SHIP05706,3712,2952,Rail,Delhi,Singapore,1.91,0.811628898802539,Low,6,4,184.3,191.84,965.1
SHIP05707,4532,1679,Air,Kolkata,New York,0.82,0.90376272841612,High,8,3,170.71,504.23,1194.22
SHIP05708,4847,3312,Sea,Kolkata,New York,1.32,1.01831038379746,Low,3,0,362.45,623.33,1311.17
SHIP05709,1033,1076,Road,Delhi,Los Angeles,1.23,0.929291649629223,Low,6,2,278.8,98.38,
SHIP05710,401,3039,Rail,Chennai,Singapore,1.27,1.09707542146183,High,3,3,116.2,283.23,321.1
SHIP05711,1774,2274,Sea,Kolkata,New York,0.9,1.07536725803398,High,9,1,306.75,794.2,
SHIP05712,2001,2970,Air,Mumbai,New York,1.67,0.810209721031869,High,1,3,74.25,957.36,1415.02
SHIP05713,1329,4365,Road,Bangalore,London,1.61,1.04020520013141,High,7,1,435.04,981.33,588.08
SHIP05714,1957,4318,Air,Chennai,Los Angeles,1.93,1.13435455660421,Low,8,1,377.34,732.18,2703.35
SHIP05715,4898,2833,Sea,Delhi,London,1.26,0.926248803069329,Low,9,2,179.52,717.23,1105.42
SHIP05716,1074,1463,Air,Bangalore,Singapore,1.32,0.85574357828696,Low,5,1,33.7,720.91,611.84
SHIP05717,595,4647,Rail,Bangalore,Singapore,1.86,1.09531883467335,Low,6,0,393.56,331.46,713.5
SHIP05718,4224,3698,Sea,Mumbai,New York,1.88,1.16017098456523,Low,5,2,129.28,440.45,1986.89
SHIP05719,2431,2858,Rail,Chennai,Dubai,1.47,1.06276168875948,Low,5,1,136.89,220.36,723.64
SHIP05720,938,3381,Road,Bangalore,London,1.73,1.13841746170058,High,7,4,221.45,496.68,517.67
SHIP05721,1155,2228,Rail,Chennai,Singapore,1.26,1.19946600169445,Low,4,0,308.2,88.59,411.5
SHIP05722,2599,847,Rail,Mumbai,New York,1.08,0.99975443496765,High,6,4,26.85,837.46,391.62
SHIP05723,2040,2896,Air,Delhi,New York,1.8,1.17411548351174,High,4,3,414.59,950.09,2211.47
SHIP05724,4048,979,Air,Bangalore,London,1.67,0.937744874432616,Low,2,0,26.73,181.24,2131.76
SHIP05725,3825,4868,Sea,Bangalore,New York,0.86,1.09825937862274,High,2,4,95.7,510.6,886.75
SHIP05726,2862,3141,Road,Bangalore,Los Angeles,0.57,1.16058645693557,Low,4,4,121.13,467.55,293.23
SHIP05727,970,2312,Sea,Chennai,Dubai,1.35,1.00835010543484,Medium,5,2,426.21,758.49,434.11
SHIP05728,4695,1383,Road,Bangalore,London,1.76,1.05058693214681,High,1,3,375.49,538.68,995.98
SHIP05729,2111,1324,Road,Chennai,London,0.87,1.1881975350138,Medium,3,0,309.19,474.47,286.65
SHIP05730,4537,4633,Rail,Kolkata,London,1.65,0.900471989215232,High,5,0,184.51,182.73,1221.93
SHIP05731,3689,3530,Air,Kolkata,New York,1.12,0.942391154243173,Low,8,0,280.91,321.6,1726.97
SHIP05732,3215,3392,Road,Chennai,New York,1,1.1089106765209,Low,4,1,34.96,608.38,544.59
SHIP05733,4485,1267,Air,Kolkata,London,0.76,0.936388131912899,Low,6,0,434.38,88.69,1092.78
SHIP05734,2694,1514,Road,Mumbai,London,1.9,1.0003101659815,Low,4,1,349.08,366.97,655.89
SHIP05735,4902,4458,Air,Mumbai,Los Angeles,0.84,0.820183084773388,High,5,2,336.74,186.09,1473.88
SHIP05736,1095,4224,Sea,Kolkata,Singapore,0.92,1.0261936162238,Low,7,1,492.3,122.29,454.16
SHIP05737,3606,4820,Air,Delhi,Los Angeles,1,1.05071392499066,Medium,8,3,271.29,454.93,1896.33
SHIP05738,2731,,Rail,Chennai,London,0.93,0.833041799972502,High,8,1,45.8,340.24,256.82
SHIP05739,3249,2343,Road,Kolkata,New York,0.74,0.89756086765045,Medium,7,3,121.76,593.29,293.61
SHIP05740,988,2095,Rail,Chennai,New York,1.03,0.973274702384615,Low,4,3,88.69,244.71,244.86
